Data Source in SDW: null
,BSI.M.U2.Y.V.M30.X.1.U2.2300.Z01.E
,"Euro area (changing composition), Outstanding amounts at the end of the period (stocks), MFIs, central government and post office giro institutions reporting sector - Monetary aggregate M3, All currencies combined - Euro area (changing composition) counterpart, Non-MFIs excluding central government sector, denominated in Euro, data Working day and seasonally adjusted"
Collection:,End of period (E)
Period\Unit:,[Millions of Euro]
2013Dec,9837943,Normal value (A)
2013Nov,9886037,Normal value (A)
2013Oct,9875943,Normal value (A)
2013Sep,9870653,Normal value (A)
2013Aug,9874038,Normal value (A)
2013Jul,9832213,Normal value (A)
2013Jun,9817000,Normal value (A)
2013May,9836153,Normal value (A)
2013Apr,9823648,Normal value (A)
2013Mar,9803892,Normal value (A)
2013Feb,9782729,Normal value (A)
2013Jan,9765723,Normal value (A)
2012Dec,9788247,Normal value (A)
2012Nov,9780292,Normal value (A)
2012Oct,9776403,Normal value (A)
2012Sep,9714065,Normal value (A)
2012Aug,9696008,Normal value (A)
2012Jul,9705652,Normal value (A)
2012Jun,9652195,Normal value (A)
2012May,9625442,Normal value (A)
2012Apr,9577244,Normal value (A)
2012Mar,9606890,Normal value (A)
2012Feb,9538299,Normal value (A)
2012Jan,9511102,Normal value (A)
2011Dec,9496969,Normal value (A)
2011Nov,9476021,Normal value (A)
2011Oct,9458787,Normal value (A)
2011Sep,9489345,Normal value (A)
2011Aug,9461004,Normal value (A)
2011Jul,9392101,Normal value (A)
2011Jun,9378154,Normal value (A)
2011May,9369752,Normal value (A)
2011Apr,9350849,Normal value (A)
2011Mar,9341206,Normal value (A)
2011Feb,9333385,Normal value (A)
2011Jan,9324066,Normal value (A)
2010Dec,9294212,Normal value (A)
2010Nov,9291068,Normal value (A)
2010Oct,9272849,Normal value (A)
2010Sep,9269573,Normal value (A)
2010Aug,9264572,Normal value (A)
2010Jul,9232247,Normal value (A)
2010Jun,9233591,Normal value (A)
2010May,9388221,Normal value (A)
2010Apr,9377861,Normal value (A)
2010Mar,9331919,Normal value (A)
2010Feb,9330393,Normal value (A)
2010Jan,9331793,Normal value (A)
2009Dec,9346507,Normal value (A)
2009Nov,9355858,Normal value (A)
2009Oct,9385555,Normal value (A)
2009Sep,9410204,Normal value (A)
2009Aug,9386323,Normal value (A)
2009Jul,9431038,Normal value (A)
2009Jun,9421307,Normal value (A)
2009May,9420621,Normal value (A)
2009Apr,9453051,Normal value (A)
2009Mar,9405891,Normal value (A)
2009Feb,9441676,Normal value (A)
2009Jan,9407113,Normal value (A)
2008Dec,9401963,Normal value (A)
2008Nov,9385310,Normal value (A)
2008Oct,9370204,Normal value (A)
2008Sep,9222389,Normal value (A)
2008Aug,9142987,Normal value (A)
2008Jul,9107720,Normal value (A)
2008Jun,9039413,Normal value (A)
2008May,9016532,Normal value (A)
2008Apr,8942449,Normal value (A)
2008Mar,8870335,Normal value (A)
2008Feb,8846639,Normal value (A)
2008Jan,8796027,Normal value (A)
2007Dec,8650310,Normal value (A)
2007Nov,8626255,Normal value (A)
2007Oct,8540286,Normal value (A)
2007Sep,8419407,Normal value (A)
2007Aug,8342787,Normal value (A)
2007Jul,8290004,Normal value (A)
2007Jun,8205192,Normal value (A)
2007May,8130200,Normal value (A)
2007Apr,8033015,Normal value (A)
2007Mar,8010957,Normal value (A)
2007Feb,7892100,Normal value (A)
2007Jan,7837906,Normal value (A)
2006Dec,7757031,Normal value (A)
2006Nov,7648142,Normal value (A)
2006Oct,7595366,Normal value (A)
2006Sep,7575369,Normal value (A)
2006Aug,7476128,Normal value (A)
2006Jul,7403005,Normal value (A)
2006Jun,7386067,Normal value (A)
2006May,7346877,Normal value (A)
2006Apr,7304066,Normal value (A)
2006Mar,7223696,Normal value (A)
2006Feb,7171563,Normal value (A)
2006Jan,7118709,Normal value (A)
2005Dec,7087688,Normal value (A)
2005Nov,7026011,Normal value (A)
2005Oct,6991045,Normal value (A)
2005Sep,6972348,Normal value (A)
2005Aug,6910851,Normal value (A)
2005Jul,6876098,Normal value (A)
2005Jun,6807158,Normal value (A)
2005May,6731012,Normal value (A)
2005Apr,6682171,Normal value (A)
2005Mar,6628904,Normal value (A)
2005Feb,6608114,Normal value (A)
2005Jan,6573488,Normal value (A)
2004Dec,6540370,Normal value (A)
2004Nov,6484681,Normal value (A)
2004Oct,6461295,Normal value (A)
2004Sep,6417367,Normal value (A)
2004Aug,6375262,Normal value (A)
2004Jul,6354328,Normal value (A)
2004Jun,6315025,Normal value (A)
2004May,6265034,Normal value (A)
2004Apr,6260857,Normal value (A)
2004Mar,6232560,Normal value (A)
2004Feb,6201786,Normal value (A)
2004Jan,6165335,Normal value (A)
2003Dec,6148767,Normal value (A)
2003Nov,6134302,Normal value (A)
2003Oct,6110399,Normal value (A)
2003Sep,6057142,Normal value (A)
2003Aug,6054734,Normal value (A)
2003Jul,6028830,Normal value (A)
2003Jun,5990357,Normal value (A)
2003May,5983094,Normal value (A)
2003Apr,5957074,Normal value (A)
2003Mar,5880069,Normal value (A)
2003Feb,5857436,Normal value (A)
2003Jan,5809186,Normal value (A)
2002Dec,5767431,Normal value (A)
2002Nov,5733178,Normal value (A)
2002Oct,5680917,Normal value (A)
2002Sep,5660669,Normal value (A)
2002Aug,5606774,Normal value (A)
2002Jul,5568190,Normal value (A)
2002Jun,5539079,Normal value (A)
2002May,5523451,Normal value (A)
2002Apr,5482865,Normal value (A)
2002Mar,5453968,Normal value (A)
2002Feb,5431456,Normal value (A)
2002Jan,5424797,Normal value (A)
2001Dec,5402883,Normal value (A)
2001Nov,5371237,Normal value (A)
2001Oct,5334043,Normal value (A)
2001Sep,5296229,Normal value (A)
2001Aug,5249306,Normal value (A)
2001Jul,5214090,Normal value (A)
2001Jun,5192173,Normal value (A)
2001May,5142003,Normal value (A)
2001Apr,5111811,Normal value (A)
2001Mar,5079966,Normal value (A)
2001Feb,5049678,Normal value (A)
2001Jan,5024537,Normal value (A)
2000Dec,4859203,Normal value (A)
2000Nov,4851550,Normal value (A)
2000Oct,4847849,Normal value (A)
2000Sep,4830524,Normal value (A)
2000Aug,4828781,Normal value (A)
2000Jul,4803137,Normal value (A)
2000Jun,4788838,Normal value (A)
2000May,4795425,Normal value (A)
2000Apr,4802801,Normal value (A)
2000Mar,4766006,Normal value (A)
2000Feb,4735956,Normal value (A)
2000Jan,4713205,Normal value (A)
1999Dec,4667221,Normal value (A)
1999Nov,4646110,Normal value (A)
1999Oct,4616547,Normal value (A)
1999Sep,4594744,Normal value (A)
1999Aug,4572050,Normal value (A)
1999Jul,4565970,Normal value (A)
1999Jun,4537054,Normal value (A)
1999May,4505279,Normal value (A)
1999Apr,4488386,Normal value (A)
1999Mar,4453500,Normal value (A)
1999Feb,4436979,Normal value (A)
1999Jan,4447197,Normal value (A)
1998Dec,4422982,Normal value (A)
1998Nov,4417203,Normal value (A)
1998Oct,4410036,Normal value (A)
1998Sep,4371401,Normal value (A)
1998Aug,4368163,Normal value (A)
1998Jul,4362649,Normal value (A)
1998Jun,4340943,Normal value (A)
1998May,4316033,Normal value (A)
1998Apr,4298513,Normal value (A)
1998Mar,4267921,Normal value (A)
1998Feb,4255439,Normal value (A)
1998Jan,4244379,Normal value (A)
1997Dec,4222019,Normal value (A)
1997Nov,4201492,Normal value (A)
1997Oct,4191990,Normal value (A)
1997Sep,4169047,Normal value (A)
1997Aug,4146012,Normal value (A)
1997Jul,4143617,Normal value (A)
1997Jun,4121578,Normal value (A)
1997May,4097362,Normal value (A)
1997Apr,4068933,Normal value (A)
1997Mar,4061573,Normal value (A)
1997Feb,4054012,Normal value (A)
1997Jan,4040762,Normal value (A)
1996Dec,4037575,Normal value (A)
1996Nov,4016115,Normal value (A)
1996Oct,4007200,Normal value (A)
1996Sep,4002704,Normal value (A)
1996Aug,3982902,Normal value (A)
1996Jul,3963579,Normal value (A)
1996Jun,3948661,Normal value (A)
1996May,3940474,Normal value (A)
1996Apr,3933563,Normal value (A)
1996Mar,3919392,Normal value (A)
1996Feb,3906146,Normal value (A)
1996Jan,3891983,Normal value (A)
1995Dec,3877110,Normal value (A)
1995Nov,3840964,Normal value (A)
1995Oct,3820462,Normal value (A)
1995Sep,3804491,Normal value (A)
1995Aug,3781841,Normal value (A)
1995Jul,3758401,Normal value (A)
1995Jun,3752177,Normal value (A)
1995May,3730389,Normal value (A)
1995Apr,3709760,Normal value (A)
1995Mar,3698901,Normal value (A)
1995Feb,3700799,Normal value (A)
1995Jan,3679631,Normal value (A)
1994Dec,3672401,Normal value (A)
1994Nov,3678013,Normal value (A)
1994Oct,3670601,Normal value (A)
1994Sep,3656168,Normal value (A)
1994Aug,3656590,Normal value (A)
1994Jul,3656552,Normal value (A)
1994Jun,3642375,Normal value (A)
1994May,3632446,Normal value (A)
1994Apr,3633025,Normal value (A)
1994Mar,3622879,Normal value (A)
1994Feb,3606066,Normal value (A)
1994Jan,3598429,Normal value (A)
1993Dec,3588556,Normal value (A)
1993Nov,3562936,Normal value (A)
1993Oct,3540903,Normal value (A)
1993Sep,3515151,Normal value (A)
1993Aug,3503529,Normal value (A)
1993Jul,3487064,Normal value (A)
1993Jun,3479485,Normal value (A)
1993May,3469532,Normal value (A)
1993Apr,3450523,Normal value (A)
1993Mar,3441196,Normal value (A)
1993Feb,3396757,Normal value (A)
1993Jan,3378259,Normal value (A)
1992Dec,3365086,Normal value (A)
1992Nov,3361978,Normal value (A)
1992Oct,3336785,Normal value (A)
1992Sep,3332285,Normal value (A)
1992Aug,3285469,Normal value (A)
1992Jul,3271402,Normal value (A)
1992Jun,3249564,Normal value (A)
1992May,3232729,Normal value (A)
1992Apr,3206393,Normal value (A)
1992Mar,3174957,Normal value (A)
1992Feb,3152683,Normal value (A)
1992Jan,3137429,Normal value (A)
1991Dec,3132988,Normal value (A)
1991Nov,3109460,Normal value (A)
1991Oct,3083316,Normal value (A)
1991Sep,3064203,Normal value (A)
1991Aug,3050014,Normal value (A)
1991Jul,3025478,Normal value (A)
1991Jun,3003602,Normal value (A)
1991May,2986959,Normal value (A)
1991Apr,2969291,Normal value (A)
1991Mar,2954443,Normal value (A)
1991Feb,2947536,Normal value (A)
1991Jan,2923138,Normal value (A)
1990Dec,2907362,Normal value (A)
1990Nov,2884653,Normal value (A)
1990Oct,2864450,Normal value (A)
1990Sep,2846434,Normal value (A)
1990Aug,2823790,Normal value (A)
1990Jul,2804287,Normal value (A)
1990Jun,2786501,Normal value (A)
1990May,2670162,Normal value (A)
1990Apr,2655640,Normal value (A)
1990Mar,2644762,Normal value (A)
1990Feb,2636316,Normal value (A)
1990Jan,2621156,Normal value (A)
1989Dec,2593728,Normal value (A)
1989Nov,2568371,Normal value (A)
1989Oct,2548639,Normal value (A)
1989Sep,2534023,Normal value (A)
1989Aug,2519586,Normal value (A)
1989Jul,2502846,Normal value (A)
1989Jun,2480570,Normal value (A)
1989May,2452172,Normal value (A)
1989Apr,2431297,Normal value (A)
1989Mar,2423922,Normal value (A)
1989Feb,2393302,Normal value (A)
1989Jan,2374823,Normal value (A)
1988Dec,2358041,Normal value (A)
1988Nov,2349769,Normal value (A)
1988Oct,2334535,Normal value (A)
1988Sep,2315101,Normal value (A)
1988Aug,2300792,Normal value (A)
1988Jul,2280986,Normal value (A)
1988Jun,2262415,Normal value (A)
1988May,2252687,Normal value (A)
1988Apr,2234863,Normal value (A)
1988Mar,2210937,Normal value (A)
1988Feb,2197901,Normal value (A)
1988Jan,2186450,Normal value (A)
1987Dec,2173838,Normal value (A)
1987Nov,2168100,Normal value (A)
1987Oct,2155101,Normal value (A)
1987Sep,2137689,Normal value (A)
1987Aug,2123852,Normal value (A)
1987Jul,2109659,Normal value (A)
1987Jun,2095216,Normal value (A)
1987May,2084022,Normal value (A)
1987Apr,2069485,Normal value (A)
1987Mar,2053663,Normal value (A)
1987Feb,2038106,Normal value (A)
1987Jan,2026350,Normal value (A)
1986Dec,2011545,Normal value (A)
1986Nov,2004194,Normal value (A)
1986Oct,1995452,Normal value (A)
1986Sep,1976548,Normal value (A)
1986Aug,1961502,Normal value (A)
1986Jul,1950177,Normal value (A)
1986Jun,1936535,Normal value (A)
1986May,1927726,Normal value (A)
1986Apr,1917327,Normal value (A)
1986Mar,1919041,Normal value (A)
1986Feb,1899853,Normal value (A)
1986Jan,1891332,Normal value (A)
1985Dec,1882118,Normal value (A)
1985Nov,1856300,Normal value (A)
1985Oct,1849577,Normal value (A)
1985Sep,1840516,Normal value (A)
1985Aug,1831278,Normal value (A)
1985Jul,1823517,Normal value (A)
1985Jun,1812216,Normal value (A)
1985May,1804082,Normal value (A)
1985Apr,1797511,Normal value (A)
1985Mar,1788333,Normal value (A)
1985Feb,1776558,Normal value (A)
1985Jan,1758943,Normal value (A)
1984Dec,1742791,Normal value (A)
1984Nov,1729206,Normal value (A)
1984Oct,1717983,Normal value (A)
1984Sep,1711302,Normal value (A)
1984Aug,1697027,Normal value (A)
1984Jul,1681799,Normal value (A)
1984Jun,1668177,Normal value (A)
1984May,1659252,Normal value (A)
1984Apr,1643658,Normal value (A)
1984Mar,1633342,Normal value (A)
1984Feb,1623473,Normal value (A)
1984Jan,1616845,Normal value (A)
1983Dec,1607971,Normal value (A)
1983Nov,1595252,Normal value (A)
1983Oct,1581495,Normal value (A)
1983Sep,1569280,Normal value (A)
1983Aug,1563091,Normal value (A)
1983Jul,1550957,Normal value (A)
1983Jun,1538465,Normal value (A)
1983May,1527129,Normal value (A)
1983Apr,1516179,Normal value (A)
1983Mar,1505297,Normal value (A)
1983Feb,1498226,Normal value (A)
1983Jan,1488249,Normal value (A)
1982Dec,1478452,Normal value (A)
1982Nov,1461236,Normal value (A)
1982Oct,1448567,Normal value (A)
1982Sep,1440564,Normal value (A)
1982Aug,1429591,Normal value (A)
1982Jul,1414886,Normal value (A)
1982Jun,1403542,Normal value (A)
1982May,1385084,Normal value (A)
1982Apr,1376835,Normal value (A)
1982Mar,1366026,Normal value (A)
1982Feb,1350759,Normal value (A)
1982Jan,1338805,Normal value (A)
1981Dec,1324037,Normal value (A)
1981Nov,1313067,Normal value (A)
1981Oct,1302173,Normal value (A)
1981Sep,1293408,Normal value (A)
1981Aug,1280121,Normal value (A)
1981Jul,1275262,Normal value (A)
1981Jun,1266536,Normal value (A)
1981May,1257592,Normal value (A)
1981Apr,1244293,Normal value (A)
1981Mar,1233640,Normal value (A)
1981Feb,1222048,Normal value (A)
1981Jan,1209209,Normal value (A)
1980Dec,1198927,Normal value (A)
1980Nov,1192713,Normal value (A)
1980Oct,1176441,Normal value (A)
1980Sep,1164470,Normal value (A)
1980Aug,1157482,Normal value (A)
1980Jul,1150687,Normal value (A)
1980Jun,1139157,Normal value (A)
1980May,1130672,Normal value (A)
1980Apr,1122639,Normal value (A)
1980Mar,1117228,Normal value (A)
1980Feb,1105520,Normal value (A)
1980Jan,1097404,Normal value (A)
